"DTIME","BEVALUE"
"2019-03-13 08:59:36",201,5
"2019-03-13 09:00:36",200,9
"2019-03-13 09:01:36",200,1
"2019-03-13 09:02:36",200
"2019-03-13 09:03:36",200,8
"2019-03-13 09:04:36",199,4
"2019-03-13 09:05:36",199
"2019-03-13 09:06:36",199,3
"2019-03-13 09:07:36",199,3
"2019-03-13 09:08:36",199,2
"2019-03-13 09:09:36",199,1
"2019-03-13 09:10:36",199,1
"2019-03-13 09:11:36",199
"2019-03-13 09:12:36",198,9
"2019-03-13 09:13:36",198,8
"2019-03-13 09:14:36",198,7
"2019-03-13 09:15:36",198,7
"2019-03-13 09:16:36",198,6
"2019-03-13 09:17:36",198,6
"2019-03-13 09:18:36",198,6
"2019-03-13 09:19:36",198,5
"2019-03-13 09:20:36",198,4
"2019-03-13 09:21:36",198,3
"2019-03-13 09:22:36",198,3
"2019-03-13 09:23:36",198,2
"2019-03-13 09:24:36",198,1
"2019-03-13 09:25:36",198,1
"2019-03-13 09:26:36",198
"2019-03-13 09:27:36",198
"2019-03-13 09:28:36",197,9
"2019-03-13 09:29:36",197,8
"2019-03-13 09:30:36",197,7
"2019-03-13 09:31:36",197,7
"2019-03-13 09:32:36",197,6
"2019-03-13 09:33:36",197,5
"2019-03-13 09:34:36",197,5
"2019-03-13 09:35:36",197,5
"2019-03-13 09:36:36",197,4
"2019-03-13 09:37:36",197,3
"2019-03-13 09:38:36",197,2
"2019-03-13 09:39:36",197,2
"2019-03-13 09:40:36",197,1
"2019-03-13 09:41:36",197
"2019-03-13 09:42:36",197
"2019-03-13 09:43:36",196,9
"2019-03-13 09:44:36",196,9
"2019-03-13 09:45:36",196,8
"2019-03-13 09:46:36",196,7
"2019-03-13 09:47:36",196,6
"2019-03-13 09:48:36",196,5
"2019-03-13 09:49:36",196,1
"2019-03-13 09:50:36",195,9
"2019-03-13 09:51:36",196,2
"2019-03-13 09:52:36",196,4
"2019-03-13 09:53:36",196,3
"2019-03-13 09:54:36",195,9
"2019-03-13 09:55:36",195,9
"2019-03-13 09:56:36",195,9
"2019-03-13 09:57:36",195,9
"2019-03-13 09:58:36",196,2
"2019-03-13 09:59:36",195,9
"2019-03-13 10:00:36",195,9
"2019-03-13 10:01:36",195,9
"2019-03-13 10:02:36",195,9
"2019-03-13 10:03:36",195,9
"2019-03-13 10:04:36",195,8
"2019-03-13 10:05:36",195,8
"2019-03-13 10:06:36",195,7
"2019-03-13 10:07:36",195,7
"2019-03-13 10:08:36",195,6
"2019-03-13 10:09:36",195,6
"2019-03-13 10:10:36",195,5
"2019-03-13 10:11:36",195,5
"2019-03-13 10:12:36",195,4
"2019-03-13 10:13:36",195,4
"2019-03-13 10:14:36",195,3
"2019-03-13 10:15:36",195,3
"2019-03-13 10:16:36",195,3
"2019-03-13 10:17:36",195,3
"2019-03-13 10:18:36",195,2
"2019-03-13 10:19:36",195,2
"2019-03-13 10:20:36",195,1
"2019-03-13 10:21:36",195,1
"2019-03-13 10:22:36",195
"2019-03-13 10:23:36",194,9
"2019-03-13 10:24:36",194,9
"2019-03-13 10:25:36",194,8
"2019-03-13 10:26:36",194,8
"2019-03-13 10:27:36",194,8
"2019-03-13 10:28:36",194,4
"2019-03-13 10:29:36",194
"2019-03-13 10:30:36",194,3
"2019-03-13 10:31:36",194,2
"2019-03-13 10:32:36",194,3
"2019-03-13 10:33:36",194,3
"2019-03-13 10:34:36",194,3
"2019-03-13 10:35:36",194,3
"2019-03-13 10:36:36",194,3
"2019-03-13 10:37:36",194,3
"2019-03-13 10:38:36",194,2
"2019-03-13 10:39:36",194,2
"2019-03-13 10:40:36",194,1
"2019-03-13 10:41:36",194,1
"2019-03-13 10:42:36",194
"2019-03-13 10:43:36",194
"2019-03-13 10:44:36",193,9
"2019-03-13 10:45:36",193,9
"2019-03-13 10:46:36",193,9
"2019-03-13 10:47:36",193,8
"2019-03-13 10:48:36",193,8
"2019-03-13 10:49:36",193,7
"2019-03-13 10:50:36",193,7
"2019-03-13 10:51:36",193,2
"2019-03-13 10:52:36",193,2
"2019-03-13 10:53:36",191,9
"2019-03-13 10:54:36",191,5
"2019-03-13 10:55:36",192,4
"2019-03-13 10:56:36",191,5
"2019-03-13 10:57:36",190,4
"2019-03-13 10:58:36",190,3
"2019-03-13 10:59:36",189,4
"2019-03-13 11:00:36",188,6
"2019-03-13 11:01:36",188,5
"2019-03-13 11:02:36",188,1
"2019-03-13 11:03:36",186,6
"2019-03-13 11:04:36",187
"2019-03-13 11:05:36",186,6
"2019-03-13 11:06:36",185,5
"2019-03-13 11:07:36",185,6
"2019-03-13 11:08:36",184
"2019-03-13 11:09:36",184,1
"2019-03-13 11:10:36",183,8
"2019-03-13 11:11:36",183,2
"2019-03-13 11:12:36",182,3
"2019-03-13 11:13:36",182,3
"2019-03-13 11:14:36",181,2
"2019-03-13 11:15:36",181,2
"2019-03-13 11:16:36",180,2
"2019-03-13 11:17:36",180
"2019-03-13 11:18:36",179,9
"2019-03-13 11:19:36",179,8
"2019-03-13 11:20:36",179,8
"2019-03-13 11:21:36",179,8
"2019-03-13 11:22:36",179,8
"2019-03-13 11:23:36",179,7
"2019-03-13 11:24:36",179,7
"2019-03-13 11:25:36",179,6
"2019-03-13 11:26:36",179,6
"2019-03-13 11:27:36",179,5
"2019-03-13 11:28:36",179,5
"2019-03-13 11:29:36",179,5
"2019-03-13 11:30:36",179,5
"2019-03-13 11:31:36",179,5
"2019-03-13 11:32:36",179,4
"2019-03-13 11:33:36",178,6
"2019-03-13 11:34:36",178,3
"2019-03-13 11:35:36",177,9
"2019-03-13 11:36:36",177,3
"2019-03-13 11:37:36",176,8
"2019-03-13 11:38:36",176,3
"2019-03-13 11:39:36",175,2
"2019-03-13 11:40:36",174,6
"2019-03-13 11:41:36",177,4
"2019-03-13 11:42:36",175,5
"2019-03-13 11:43:36",175,3
"2019-03-13 11:44:36",175,2
"2019-03-13 11:45:36",174,5
"2019-03-13 11:46:36",173,3
"2019-03-13 11:47:36",173,6
"2019-03-13 11:48:36",172,5
"2019-03-13 11:49:36",172,5
"2019-03-13 11:50:36",172,1
"2019-03-13 11:51:36",171,8
"2019-03-13 11:52:36",170,9
"2019-03-13 11:53:36",170,4
"2019-03-13 11:54:36",169,3
"2019-03-13 11:55:36",170,3
"2019-03-13 11:56:36",168
"2019-03-13 11:57:36",169,7
"2019-03-13 11:58:36",168,8
"2019-03-13 11:59:36",168,1
"2019-03-13 12:00:36",167,6
"2019-03-13 12:01:36",167,6
"2019-03-13 12:02:36",166,9
"2019-03-13 12:03:36",166,2
"2019-03-13 12:04:36",166,3
"2019-03-13 12:05:36",166
"2019-03-13 12:06:36",165,3
"2019-03-13 12:07:36",164,6
"2019-03-13 12:08:36",164,5
"2019-03-13 12:09:36",163,3
"2019-03-13 12:10:36",163,4
"2019-03-13 12:11:36",161,8
"2019-03-13 12:12:36",161
"2019-03-13 12:13:36",159,7
"2019-03-13 12:14:36",159,5
"2019-03-13 12:15:36",158,9
"2019-03-13 12:16:36",158,8
"2019-03-13 12:17:36",157,9
"2019-03-13 12:25:41",158,3
"2019-03-13 12:26:41",157,2
"2019-03-13 12:27:41",158,3
"2019-03-13 12:28:41",158,3
"2019-03-13 12:29:41",157,9
"2019-03-13 12:30:41",156,6
"2019-03-13 12:31:41",155,4
"2019-03-13 12:32:41",156
"2019-03-13 12:33:41",154,9
"2019-03-13 12:34:41",153,9
"2019-03-13 12:35:41",152,5
"2019-03-13 12:36:41",152,8
"2019-03-13 12:37:41",151,6
"2019-03-13 12:38:41",150,8
"2019-03-13 12:39:41",149,4
"2019-03-13 12:40:41",149,5
"2019-03-13 12:41:41",147,4
"2019-03-13 12:42:41",147,9
"2019-03-13 12:43:41",145,9
"2019-03-13 12:44:41",146,4
"2019-03-13 12:45:41",145,8
"2019-03-13 12:46:41",145
"2019-03-13 12:47:41",143,7
"2019-03-13 12:48:41",143,6
"2019-03-13 12:49:41",143
"2019-03-13 12:50:41",141,7
"2019-03-13 12:51:41",140,6
"2019-03-13 12:52:41",141,4
"2019-03-13 12:53:41",140,8
"2019-03-13 12:54:41",139,8
"2019-03-13 12:55:41",138,7
"2019-03-13 12:56:41",137
"2019-03-13 12:57:41",137,8
"2019-03-13 12:58:41",135,3
"2019-03-13 12:59:41",135,4
"2019-03-13 13:00:41",136
"2019-03-13 13:01:41",134,7
"2019-03-13 13:02:41",134,5
"2019-03-13 13:03:41",133,6
"2019-03-13 13:04:41",132,7
"2019-03-13 13:05:41",132,4
"2019-03-13 13:06:41",131,7
"2019-03-13 13:07:41",131,7
"2019-03-13 13:08:41",132,4
"2019-03-13 13:09:41",129,3
"2019-03-13 13:10:41",129,1
"2019-03-13 13:11:41",129,6
"2019-03-13 13:12:41",128,7
"2019-03-13 13:13:41",127,5
"2019-03-13 13:14:41",125,6
"2019-03-13 13:15:41",126,8
"2019-03-13 13:16:41",125,9
"2019-03-13 13:17:41",125,1
"2019-03-13 13:18:41",124,5
"2019-03-13 13:19:41",125,1
"2019-03-13 13:20:41",122,8
"2019-03-13 13:21:41",123,2
"2019-03-13 13:22:41",121,8
"2019-03-13 13:23:41",120
"2019-03-13 13:24:41",122
"2019-03-13 13:25:41",121,7
"2019-03-13 13:26:41",120,2
"2019-03-13 13:27:41",120
"2019-03-13 13:28:41",119,1
"2019-03-13 13:29:41",118,7
"2019-03-13 13:30:41",118,2
"2019-03-13 13:31:41",116,7
"2019-03-13 13:32:41",116,8
"2019-03-13 13:33:41",116,7
"2019-03-13 13:34:41",116
"2019-03-13 13:35:41",114,5
"2019-03-13 13:36:41",114,2
"2019-03-13 13:37:41",113,6
"2019-03-13 13:38:41",112,5
"2019-03-13 13:39:41",108,9
"2019-03-13 13:40:41",110,1
"2019-03-13 13:41:41",108,5
"2019-03-13 13:42:41",109,3
"2019-03-13 13:43:41",108,7
"2019-03-13 13:44:41",107,6
"2019-03-13 13:45:41",109,4
"2019-03-13 13:46:41",107,6
"2019-03-13 13:47:41",108,6
"2019-03-13 13:48:41",106,9
"2019-03-13 13:49:41",104,7
"2019-03-13 13:50:41",105,8
"2019-03-13 13:51:41",106,1
"2019-03-13 13:52:41",105,8
"2019-03-13 13:53:41",105,1
"2019-03-13 13:54:41",100,2
"2019-03-13 13:55:41",104,3
"2019-03-13 13:56:41",101,6
"2019-03-13 13:57:41",101,9
"2019-03-13 13:58:41",100,6
"2019-03-13 13:59:41",100,6
"2019-03-13 14:00:41",100,5
"2019-03-13 14:01:41",99,6
"2019-03-13 14:02:41",100
"2019-03-13 14:03:41",98,3
"2019-03-13 14:04:41",96,2
"2019-03-13 14:05:41",96,6
"2019-03-13 14:06:41",96,6
"2019-03-13 14:07:41",97,2
"2019-03-13 14:08:41",95,1
"2019-03-13 14:09:41",95,6
"2019-03-13 14:10:41",92,9
"2019-03-13 14:11:41",94,5
"2019-03-13 14:12:41",93,6
"2019-03-13 14:13:41",91,6
"2019-03-13 14:14:41",92,4
"2019-03-13 14:15:41",91,3
"2019-03-13 14:16:41",91,8
"2019-03-13 14:17:41",89,6
"2019-03-13 14:18:41",89,1
"2019-03-13 14:19:41",89,2
"2019-03-13 14:20:41",86,8
"2019-03-13 14:21:41",86,6
"2019-03-13 14:22:41",86
"2019-03-13 14:23:41",86,2
"2019-03-13 14:24:41",85,2
"2019-03-13 14:25:41",85,8
"2019-03-13 14:26:41",84,1
"2019-03-13 14:27:41",84,2
"2019-03-13 14:28:41",80,3
"2019-03-13 14:29:41",82,9
"2019-03-13 14:30:41",80,5
"2019-03-13 14:31:41",78,9
"2019-03-13 14:32:41",78,2
"2019-03-13 14:33:41",77,8
"2019-03-13 14:34:41",79,2
"2019-03-13 14:35:41",76,9
"2019-03-13 14:36:41",76,4
"2019-03-13 14:37:41",76,8
"2019-03-13 14:38:41",77,2
"2019-03-13 14:39:41",76,2
"2019-03-13 14:40:41",77,6
"2019-03-13 14:41:41",74,7
"2019-03-13 14:42:41",73,1
"2019-03-13 14:43:41",73,4
"2019-03-13 14:44:41",72,9
"2019-03-13 14:45:41",71,4
"2019-03-13 14:46:41",70,8
"2019-03-13 14:47:41",68,4
"2019-03-13 14:48:40",68,7
"2019-03-13 14:49:40",66,4
"2019-03-13 14:50:40",68,6
"2019-03-13 14:51:40",65,7
"2019-03-13 14:52:40",64,4
"2019-03-13 14:53:40",66,7
"2019-03-13 14:54:40",67,8
"2019-03-13 14:55:40",64,6
"2019-03-13 14:56:40",66,2
"2019-03-13 14:57:40",64,6
"2019-03-13 14:58:40",63,5
"2019-03-13 14:59:40",63,1
"2019-03-13 15:00:40",61,7
"2019-03-13 15:01:40",62,1
"2019-03-13 15:02:40",61,5
"2019-03-13 15:03:40",61,6
"2019-03-13 15:04:40",63,8
"2019-03-13 15:05:40",58,4
"2019-03-13 15:06:40",58,4
"2019-03-13 15:07:40",60
"2019-03-13 15:08:40",56
"2019-03-13 15:09:40",56,3
"2019-03-13 15:10:40",56,4
"2019-03-13 15:11:40",55,3
"2019-03-13 15:12:40",55,3
"2019-03-13 15:13:40",54,2
"2019-03-13 15:14:40",53,9
"2019-03-13 15:15:40",52,8
"2019-03-13 15:16:40",55,3
"2019-03-13 15:17:40",53,1
"2019-03-13 15:18:40",51,8
"2019-03-13 15:19:40",51
"2019-03-13 15:20:40",50,2
"2019-03-13 15:21:40",49,9
"2019-03-13 15:22:40",49,5
"2019-03-13 15:23:40",50,3
"2019-03-13 15:24:40",48,9
"2019-03-13 15:25:40",49,7
"2019-03-13 15:26:40",48,8
"2019-03-13 15:27:40",44,7
"2019-03-13 15:28:40",49,9
"2019-03-13 15:29:40",46,5
"2019-03-13 15:30:40",48,9
"2019-03-13 15:31:40",47,2
"2019-03-13 15:32:40",45,9
"2019-03-13 15:33:40",46
"2019-03-13 15:34:40",44,2
"2019-03-13 15:35:40",43,1
"2019-03-13 15:36:40",43,7
"2019-03-13 15:37:40",43,3
"2019-03-13 15:38:40",43,6
"2019-03-13 15:39:40",42
"2019-03-13 15:40:40",41,1
"2019-03-13 15:41:40",42,2
"2019-03-13 15:42:40",42,3
"2019-03-13 15:43:40",40,4
"2019-03-13 15:44:40",41,1
"2019-03-13 15:45:40",41
"2019-03-13 15:46:40",41,1
"2019-03-13 15:47:40",41,1
"2019-03-13 15:48:40",41
"2019-03-13 15:49:40",41
"2019-03-13 15:50:40",40,6
"2019-03-13 15:51:40",38,9
"2019-03-13 15:52:40",40
"2019-03-13 15:53:40",39,6
"2019-03-13 15:54:40",39,6
"2019-03-13 15:55:40",39,7
"2019-03-13 15:56:40",39,3
"2019-03-13 15:57:40",38,4
"2019-03-13 15:58:40",38,8
"2019-03-13 15:59:40",38,3
"2019-03-13 16:00:40",37,4
"2019-03-13 16:01:40",37,8
"2019-03-13 16:02:40",37,1
"2019-03-13 16:03:40",36,2
"2019-03-13 16:04:40",36,7
"2019-03-13 16:05:40",36,8
"2019-03-13 16:06:40",36,7
"2019-03-13 16:07:40",35,7
"2019-03-13 16:08:40",33,9
"2019-03-13 16:09:40",34,9
"2019-03-13 16:10:40",35,8
"2019-03-13 16:11:40",35,1
"2019-03-13 16:12:40",34,8
"2019-03-13 16:13:40",34,6
"2019-03-13 16:14:40",32,9
"2019-03-13 16:15:40",34,3
"2019-03-13 16:16:40",32,6
"2019-03-13 16:17:40",34,5
"2019-03-13 16:18:40",34,2
"2019-03-13 16:19:40",32,6
"2019-03-13 16:20:40",33,5
"2019-03-13 16:21:40",34,1
"2019-03-13 16:22:40",33,4
"2019-03-13 16:23:40",33
"2019-03-13 16:24:40",34,1
"2019-03-13 16:25:40",33,4
"2019-03-13 16:26:40",34,1
"2019-03-13 16:27:40",34,2
"2019-03-13 16:28:40",34,1
"2019-03-13 16:29:40",34,1
"2019-03-13 16:30:40",33,6
"2019-03-13 16:31:40",33,2
"2019-03-15 07:46:14",34,8
"2019-03-15 07:47:29",34,6
"2019-03-15 07:48:29",34,6
"2019-03-15 07:49:29",34,5
"2019-03-15 07:50:29",34,4
"2019-03-15 07:51:29",33,5
"2019-03-15 07:52:29",33,5
"2019-03-15 07:53:29",33,3
"2019-03-15 07:54:29",33,1
"2019-03-15 07:55:29",33
"2019-03-15 07:56:29",32,9
"2019-03-15 07:57:29",32,8
"2019-03-15 07:58:29",32,7
"2019-03-15 07:59:29",32,6
"2019-03-15 08:00:29",32,5
"2019-03-15 08:01:29",32,4
"2019-03-15 08:02:29",32,4
"2019-03-15 08:03:29",32,3
"2019-03-15 08:04:29",32,3
"2019-03-15 08:05:29",32,2
"2019-03-15 08:06:29",32
"2019-03-15 08:07:29",32
"2019-03-15 08:08:29",31,9
"2019-03-15 08:09:29",31,9
"2019-03-15 08:10:29",31,9
"2019-03-15 08:11:29",31,8
"2019-03-15 08:12:29",31,7
"2019-03-15 08:13:29",31,6
"2019-03-15 08:14:29",31,5
"2019-03-15 08:15:29",31,4
"2019-03-15 08:16:29",31,4
"2019-03-15 08:17:29",31,3
"2019-03-15 08:18:29",31,3
"2019-03-15 08:19:29",31,2
"2019-03-15 08:20:29",31,5
"2019-03-15 08:21:29",31,5
"2019-03-15 08:22:29",31,4
"2019-03-15 08:23:29",31,2
"2019-03-15 08:24:29",31,3
"2019-03-15 08:25:29",31,3
"2019-03-15 08:26:29",31,3
"2019-03-15 08:27:29",31,3
"2019-03-15 08:28:29",30,4
"2019-03-15 08:29:29",30,5
"2019-03-15 08:30:29",30,4
"2019-03-15 08:31:29",30,2
"2019-03-15 08:32:29",30,4
"2019-03-15 08:33:29",29,6
"2019-03-15 08:34:29",30,6
"2019-03-15 08:35:29",30,5
"2019-03-15 08:36:29",30,4
"2019-03-15 08:37:29",30,3
"2019-03-15 08:38:29",30,2
"2019-03-15 08:39:29",30,2
"2019-03-15 08:40:29",30,1
"2019-03-15 08:41:29",30
"2019-03-15 08:42:29",30
"2019-03-15 08:43:29",29,9
"2019-03-15 08:44:29",29,8
"2019-03-15 08:45:29",29,8
"2019-03-15 08:46:29",29,8
"2019-03-15 08:47:29",29,7
"2019-03-15 08:48:29",29,7
"2019-03-15 08:49:29",29,7
"2019-03-15 08:50:29",29,7
"2019-03-15 08:51:29",29,6
"2019-03-15 08:52:29",29,5
"2019-03-15 08:53:29",29,5
"2019-03-15 08:54:29",28,3
"2019-03-15 08:55:29",28,1
"2019-03-18 06:45:23",0
"2019-03-18 06:46:51",28,9
"2019-03-18 06:47:51",28,8
"2019-03-18 06:48:51",28,6
"2019-03-18 06:49:51",28,6
"2019-03-18 06:50:51",28,4
"2019-03-18 06:51:50",28,3
"2019-03-18 06:52:50",28,1
"2019-03-18 06:53:50",28,1
"2019-03-18 06:54:50",28
"2019-03-18 06:55:50",27,8
"2019-03-18 06:56:50",27,7
"2019-03-18 06:57:50",27,6
"2019-03-18 06:58:50",27,5
"2019-03-18 06:59:50",27,4
"2019-03-18 07:00:50",27,3
"2019-03-18 07:01:50",27,2
"2019-03-18 07:02:50",27,1
"2019-03-18 07:03:50",26,8
"2019-03-18 07:04:50",25,8
"2019-03-18 07:05:50",26,5
"2019-03-18 07:06:50",26,4
"2019-03-18 07:07:50",26,3
"2019-03-18 07:08:50",26,2
"2019-03-18 07:09:50",26,1
"2019-03-18 07:10:50",26
"2019-03-18 07:11:50",25,9
"2019-03-18 07:12:50",25,9
"2019-03-18 07:13:50",25,9
"2019-03-18 07:14:50",25,9
"2019-03-18 07:15:50",25,8
"2019-03-18 07:16:50",25,7
"2019-03-18 07:17:50",25,6
"2019-03-18 07:18:50",25,5
"2019-03-18 07:19:50",25,4
"2019-03-18 07:20:50",25,3
"2019-03-18 07:21:50",25,3
"2019-03-18 07:22:50",25,2
"2019-03-18 07:23:50",25,1
"2019-03-18 07:24:50",25
"2019-03-18 07:25:50",24,9
"2019-03-18 07:26:50",24,9
"2019-03-18 07:27:50",24,8
"2019-03-18 07:28:50",24,8
"2019-03-18 07:29:50",24,7
"2019-03-18 07:30:50",24,6
"2019-03-18 07:31:50",24,5
"2019-03-18 07:32:50",24,5
"2019-03-18 07:33:50",24,4
"2019-03-18 07:34:50",24,3
"2019-03-18 07:35:50",24,2
"2019-03-18 07:36:50",24,2
"2019-03-18 07:37:50",24,2
"2019-03-18 07:38:50",24,1
"2019-03-18 07:39:50",24
"2019-03-18 07:41:50",24
"2019-03-18 07:45:08",23,9
"2019-03-18 07:46:08",24,1
"2019-03-18 07:47:08",23,1
"2019-03-18 07:48:08",23,8
"2019-03-18 07:51:04",23,8
"2019-03-18 07:52:04",23,8
"2019-03-18 07:55:59",23,8
"2019-03-18 07:56:59",23,7
"2019-03-18 12:29:57",22,8
"2019-03-18 12:30:57",22,8
"2019-03-18 12:31:57",22,8
"2019-03-18 12:32:57",22,7
"2019-03-18 12:33:57",22,6
"2019-03-18 12:34:57",22,6
"2019-03-18 12:35:57",22,4
"2019-03-18 12:36:57",22,8
"2019-03-18 12:37:57",22,3
"2019-03-18 12:38:57",22,3
"2019-03-18 12:39:57",22,3
"2019-03-18 12:40:57",22,3
"2019-03-18 12:41:57",22,2
"2019-03-18 12:42:57",22,2
"2019-03-18 12:43:57",22,2
"2019-03-18 12:44:57",22,2
"2019-03-18 12:45:57",22,1
"2019-03-18 12:46:57",22,1
"2019-03-18 12:47:57",22,1
"2019-03-18 12:48:57",22
"2019-03-18 12:49:57",22
"2019-03-18 12:50:57",21,9
"2019-03-18 12:51:57",21,8
"2019-03-18 12:52:57",21,5
"2019-03-18 12:53:57",20,4
"2019-03-18 12:54:57",19,9
"2019-03-18 12:55:57",21,8
"2019-03-18 12:56:57",21
"2019-03-18 12:57:57",23,2
"2019-03-18 12:58:57",52
"2019-03-18 12:59:57",80,9
"2019-03-18 13:00:57",109,2
"2019-03-18 13:01:57",137,5
"2019-03-18 13:02:57",159,4
"2019-03-18 13:03:57",158,5
"2019-03-18 13:04:57",159,6
"2019-03-18 13:05:57",159,4
"2019-03-18 13:06:57",159,8
"2019-03-18 13:07:57",159,8
"2019-03-18 13:08:57",159,8
"2019-03-18 13:09:57",159,7
"2019-03-18 13:10:57",159,6
"2019-03-18 13:11:57",159,6
"2019-03-18 13:12:57",159,5
"2019-03-18 13:13:57",159,4
"2019-03-18 13:14:57",159,4
"2019-03-18 13:15:57",158,5
"2019-03-18 13:16:57",158,5
"2019-03-18 13:17:57",158,4
"2019-03-18 13:18:57",158,4
"2019-03-18 13:19:57",158,3
"2019-03-18 13:20:57",158,3
"2019-03-18 13:21:57",158,2
"2019-03-18 13:22:57",158,2
"2019-03-18 13:23:57",158,1
"2019-03-18 13:24:57",158
"2019-03-18 13:25:57",158
"2019-03-18 13:26:57",157,9
"2019-03-18 13:27:57",157,8
"2019-03-18 13:28:57",157,8
"2019-03-18 13:29:57",157,7
"2019-03-18 13:30:57",157,7
"2019-03-18 13:31:57",157,7
"2019-03-18 13:32:57",157,6
"2019-03-18 13:33:56",157,6
"2019-03-18 13:34:57",157,6
"2019-03-18 13:35:57",157,5
"2019-03-18 13:36:57",157,7
"2019-03-18 13:37:57",157,3
"2019-03-18 13:38:57",157,3
"2019-03-18 13:39:57",157,2
"2019-03-18 13:40:57",157,2
"2019-03-18 13:41:57",157,2
"2019-03-18 13:42:57",157,2
"2019-03-18 13:43:57",157,1
"2019-03-18 13:44:57",157,1
"2019-03-18 13:45:57",157
"2019-03-18 13:46:57",156,9
"2019-03-18 13:47:57",156,9
"2019-03-18 13:48:57",156,8
"2019-03-18 13:49:57",156,7
"2019-03-18 13:50:57",156,9
"2019-03-18 13:51:57",156,8
"2019-03-18 13:52:57",156,3
"2019-03-18 13:53:57",157,2
"2019-03-18 13:54:57",154,1
"2019-03-18 13:55:57",153,7
"2019-03-18 13:56:57",155,6
"2019-03-18 13:57:57",157
"2019-03-18 13:58:57",157,7
"2019-03-18 13:59:57",154,3
"2019-03-18 14:00:57",153,8
"2019-03-18 14:01:57",155
"2019-03-18 14:02:57",155,9
"2019-03-18 14:03:57",156,1
"2019-03-18 14:04:57",154,7
"2019-03-18 14:05:57",154,6
"2019-03-18 14:06:57",155,5
"2019-03-18 14:07:57",155
"2019-03-18 14:08:57",155
"2019-03-18 14:09:57",153,9
"2019-03-18 14:10:57",154,3
"2019-03-18 14:11:57",154,4
"2019-03-18 14:12:57",154,2
"2019-03-18 14:13:57",154,2
"2019-03-18 14:14:57",154,1
"2019-03-18 14:15:57",154
"2019-03-18 14:16:57",153,9
"2019-03-18 14:17:57",153,9
"2019-03-18 14:18:57",153,9
"2019-03-18 14:19:57",153,8
"2019-03-18 14:20:57",153,8
"2019-03-18 14:21:57",153,7
"2019-03-18 14:22:57",153,6
"2019-03-18 14:23:57",153,6
"2019-03-18 14:24:57",153,5
"2019-03-18 14:25:57",153,5
"2019-03-18 14:26:57",153,4
"2019-03-18 14:27:57",153,2
"2019-03-18 14:28:57",153,3
"2019-03-18 14:29:57",153,3
"2019-03-18 14:30:57",153,2
"2019-03-18 14:31:57",153,2
"2019-03-18 14:32:57",153,1
"2019-03-18 14:33:57",153
"2019-03-18 14:34:57",152,9
"2019-03-18 14:35:57",152,9
"2019-03-18 14:36:57",152,8
"2019-03-18 14:37:57",152,8
"2019-03-18 14:38:57",152,7
"2019-03-18 14:39:57",152,7
"2019-03-18 14:40:57",152,6
"2019-03-18 14:41:57",152,5
"2019-03-18 14:42:57",152,5
"2019-03-18 14:43:57",152,4
"2019-03-18 14:44:57",151,8
"2019-03-18 14:45:57",152,3
"2019-03-18 14:46:57",152,3
"2019-03-18 14:47:57",152,3
"2019-03-18 14:48:57",152,3
"2019-03-18 14:49:57",152,1
"2019-03-18 14:50:57",152
"2019-03-18 14:51:57",152
"2019-03-18 14:52:57",151,9
"2019-03-18 14:53:57",151,8
"2019-03-18 14:54:57",151,8
"2019-03-18 14:55:57",151,7
"2019-03-18 14:56:57",151,6
"2019-03-18 14:57:57",151,7
"2019-03-18 14:58:57",151,2
"2019-03-18 14:59:57",151,4
"2019-03-18 15:00:57",151,4
"2019-03-18 15:01:57",151,7
"2019-03-19 05:21:18",0
"2019-03-19 05:34:50",152,3
"2019-03-19 05:35:50",152,3
"2019-03-19 05:36:50",152,1
"2019-03-19 05:37:50",152
"2019-03-19 05:38:50",151,9
"2019-03-19 05:39:50",151,8
"2019-03-19 05:40:50",151,7
"2019-03-19 05:41:50",151,7
"2019-03-19 05:42:50",151,5
"2019-03-19 05:43:50",151,4
"2019-03-19 05:44:50",151,3
"2019-03-19 05:45:50",151,2
"2019-03-19 05:46:50",151,2
"2019-03-19 05:47:50",151,1
"2019-03-19 05:48:50",151
"2019-03-19 05:49:50",150,9
"2019-03-19 05:50:50",150,8
"2019-03-19 05:51:50",150,7
"2019-03-19 05:52:50",150,7
"2019-03-19 05:53:50",150,6
"2019-03-19 05:54:50",150,5
"2019-03-19 05:55:50",150,3
"2019-03-19 05:56:50",150,3
"2019-03-19 05:57:50",150,2
"2019-03-19 05:58:50",150,1
"2019-03-19 05:59:50",150,1
"2019-03-19 06:00:50",150
"2019-03-19 06:01:50",149,9
"2019-03-19 06:02:50",149,8
"2019-03-19 06:03:50",149,7
"2019-03-19 06:04:50",149,6
"2019-03-19 06:05:50",149,6
"2019-03-19 06:06:50",149,6
"2019-03-19 06:07:50",149,5
"2019-03-19 06:08:50",149,4
"2019-03-19 06:09:50",149,3
"2019-03-19 06:10:50",149,3
"2019-03-19 06:11:50",149,2
"2019-03-19 06:12:50",149,1
"2019-03-19 06:13:50",149,1
"2019-03-19 06:14:50",148,4
"2019-03-19 06:15:50",148,5
"2019-03-19 06:16:50",148,5
"2019-03-19 06:17:50",148,5
"2019-03-19 06:18:50",148,5
"2019-03-19 06:19:50",147,5
"2019-03-19 06:20:50",147,7
"2019-03-19 06:21:50",146,7
"2019-03-19 06:22:50",148
"2019-03-19 06:23:50",146,9
