"DTIME";"SPEED";"HEIGHT"
"2020-02-05 16:51:41";8;67.1
"2020-02-05 16:52:06";16;69.6
"2020-02-05 16:52:09";31;72.5
"2020-02-05 16:52:23";54;73.1
"2020-02-05 16:52:28";55;69.6
"2020-02-05 16:52:37";55;64.3
"2020-02-05 16:52:42";55;62.9
"2020-02-05 16:52:45";59;62.1
"2020-02-05 16:52:50";60;61.1
"2020-02-05 16:53:03";52;65.3
"2020-02-05 16:53:13";55;61.9
"2020-02-05 16:53:22";55;53.4
"2020-02-05 16:53:28";40;51
"2020-02-05 16:53:34";36;52.8
"2020-02-05 16:53:38";40;53.6
"2020-02-05 16:53:40";44;53.2
"2020-02-05 16:53:42";50;51.9
"2020-02-05 16:53:44";54;49.9
"2020-02-05 16:53:46";57;48.2
"2020-02-05 16:53:51";52;46.2
"2020-02-05 16:54:01";50;44.5
"2020-02-05 16:54:05";51;43.6
"2020-02-05 16:54:15";48;40.6
"2020-02-05 16:54:18";46;39.8
"2020-02-05 16:54:21";44;40
"2020-02-05 16:54:24";48;39.7
"2020-02-05 16:54:28";47;39.7
"2020-02-05 16:54:49";44;40.5
"2020-02-05 16:54:56";35;41.6
"2020-02-05 16:55:00";37;41.6
"2020-02-05 16:55:02";36;41.8
"2020-02-05 16:55:04";36;42.2
"2020-02-05 16:55:09";32;41.2
"2020-02-05 16:55:11";38;41.1
"2020-02-05 16:55:15";51;40.8
"2020-02-05 16:55:17";59;40.5
"2020-02-05 16:55:20";66;38.9
"2020-02-05 16:55:22";73;37.4
"2020-02-05 16:55:24";77;37.1
"2020-02-05 16:55:26";79;37.2
"2020-02-05 16:55:28";78;37.6
"2020-02-05 16:55:31";81;37.8
"2020-02-05 16:55:34";83;38
"2020-02-05 16:55:38";87;38.2
"2020-02-05 16:55:42";87;37.8
"2020-02-05 16:55:46";89;37
"2020-02-05 16:55:51";88;36.2
"2020-02-05 16:56:00";83;35.6
"2020-02-05 16:56:07";84;35.8
"2020-02-05 16:56:13";75;36
"2020-02-05 16:56:23";46;36.6
"2020-02-05 16:56:25";44;36.1
"2020-02-05 16:56:27";44;35.1
"2020-02-05 16:56:28";43;34.5
"2020-02-05 16:56:30";41;33.5
"2020-02-05 16:56:32";41;32.4
"2020-02-05 16:56:34";39;31.6
"2020-02-05 16:56:36";41;30.5
"2020-02-05 16:56:38";44;29.1
"2020-02-05 16:56:40";45;27.7
"2020-02-05 16:56:42";45;26.8
"2020-02-05 16:56:44";46;25.8
"2020-02-05 16:56:46";47;25.2
"2020-02-05 16:56:48";51;24.5
"2020-02-05 16:56:53";62;23
"2020-02-05 16:56:59";68;22.2
"2020-02-05 16:57:05";76;22.1
"2020-02-05 16:57:11";79;22.9
"2020-02-05 16:57:16";80;24.5
"2020-02-05 16:57:20";81;25.4
"2020-02-05 16:57:25";83;25.7
"2020-02-05 16:57:28";84;25.6
"2020-02-05 16:57:34";84;26.5
"2020-02-05 16:57:39";86;27.1
"2020-02-05 16:57:45";88;27.4
"2020-02-05 16:57:53";88;27.6
"2020-02-05 16:58:28";88;28.9
"2020-02-05 16:58:37";90;29
"2020-02-05 16:58:50";86;28.4
"2020-02-05 16:59:22";70;31.1
"2020-02-05 16:59:28";67;32.2
"2020-02-05 16:59:34";67;32.8
"2020-02-05 16:59:37";65;33.2
"2020-02-05 16:59:40";63;33.5
"2020-02-05 16:59:43";60;33.1
"2020-02-05 16:59:46";58;31.5
"2020-02-05 16:59:50";55;29.1
"2020-02-05 16:59:54";37;27.6
"2020-02-05 17:00:11";32;27.5
"2020-02-05 17:00:16";47;27.7
"2020-02-05 17:00:20";55;27.6
"2020-02-05 17:00:26";65;27.3
"2020-02-05 17:00:28";66;27.4
"2020-02-05 17:00:48";70;34.6
"2020-02-05 17:00:58";59;33.6
"2020-02-05 17:01:04";57;30.2
"2020-02-05 17:01:13";26;24.5
"2020-02-05 17:01:15";22;24
"2020-02-05 17:01:17";25;23.6
"2020-02-05 17:01:19";26;22.8
"2020-02-05 17:01:21";30;22.5
"2020-02-05 17:01:23";36;22.4
"2020-02-05 17:01:28";39;22.7
"2020-02-05 17:02:06";16;21.8
"2020-02-05 17:02:08";26;21.8
"2020-02-05 17:02:20";9;22.1
"2020-02-05 17:02:22";17;22.1
"2020-02-05 17:02:25";34;22.4
"2020-02-05 17:02:28";41;22.3
"2020-02-05 17:02:32";27;22.5
"2020-02-05 17:02:34";30;22.7
"2020-02-05 17:02:36";37;22.4
"2020-02-05 17:02:45";57;22.6
"2020-02-05 17:02:53";66;21.6
"2020-02-05 17:02:58";59;21.4
"2020-02-05 17:03:18";49;22.7
"2020-02-05 17:03:28";37;23.3
"2020-02-05 17:03:48";48;23.4
"2020-02-05 17:03:54";49;23.5
"2020-02-05 17:04:28";29;22.1
"2020-02-05 17:04:34";27;22.8
"2020-02-05 17:04:36";29;23
"2020-02-05 17:04:39";39;23.1
"2020-02-05 17:04:45";48;23.3
"2020-02-05 17:05:08";17;22.5
"2020-02-05 17:05:12";9;21.5
"2020-02-05 17:05:28";10;23.4
"2020-02-05 17:05:39";37;24.1
"2020-02-05 17:05:45";51;23.9
"2020-02-05 17:06:19";10;24.7
"2020-02-05 17:06:24";29;25
"2020-02-05 17:06:28";31;25.3
"2020-02-05 17:06:49";50;23.2
"2020-02-05 17:07:10";55;22.2
"2020-02-05 17:07:28";0;23
"2020-02-05 17:07:40";17;23.5
"2020-02-05 17:08:28";22;26.4
"2020-02-05 17:08:47";60;25.3
"2020-02-05 17:08:56";39;24.7
"2020-02-05 17:09:19";24;22.8
"2020-02-05 17:09:28";8;23.3
"2020-02-05 17:09:37";19;23.8
"2020-02-05 17:09:39";18;22.9
"2020-02-05 17:10:16";16;21.1
"2020-02-05 17:10:19";27;18.8
"2020-02-05 17:10:28";18;18.8
"2020-02-05 17:11:16";38;19
"2020-02-05 17:11:28";64;19.2
"2020-02-05 17:11:35";67;17.6
"2020-02-05 17:11:42";65;16.5
"2020-02-05 17:11:57";37;15.9
"2020-02-05 17:12:13";15;16
"2020-02-05 17:12:18";21;18.3
"2020-02-05 17:12:24";23;18.4
"2020-02-05 17:12:25";27;18.5
"2020-02-05 17:12:28";33;19.4
"2020-02-05 17:12:35";27;19.8
"2020-02-05 17:13:03";59;20.7
"2020-02-05 17:13:28";59;21.7
"2020-02-05 17:14:28";0;17.3
"2020-02-05 17:15:26";16;18.2
"2020-02-05 17:15:28";27;17.7
"2020-02-05 17:15:35";50;15.4
"2020-02-05 17:15:51";7;18.2
"2020-02-05 17:16:11";12;19.1
"2020-02-05 17:16:28";1;19.8
"2020-02-05 17:16:33";16;20.2
"2020-02-05 17:16:43";40;25.1
"2020-02-05 17:16:53";56;24.9
"2020-02-05 17:17:01";53;24.6
"2020-02-05 17:17:11";16;22.6
"2020-02-05 17:17:14";16;21.7
"2020-02-05 17:17:18";15;21.7
"2020-02-05 17:17:20";14;22
"2020-02-05 17:17:28";2;20.9
"2020-02-05 17:17:35";13;20.9
"2020-02-05 17:17:38";15;20.8
"2020-02-05 17:17:40";26;20.4
"2020-02-05 17:17:53";39;21.1
"2020-02-05 17:18:19";39;20.8
"2020-02-05 17:18:28";10;18
"2020-02-05 17:19:06";19;16.9
"2020-02-05 17:19:08";28;16.5
"2020-02-05 17:19:12";34;15.4
"2020-02-05 17:19:28";0;11.5
"2020-02-05 17:19:43";9;11.2
"2020-02-05 17:19:58";38;13.1
"2020-02-05 17:20:14";48;14.8
"2020-02-05 17:20:28";30;15.1
"2020-02-05 17:20:59";27;17.5
"2020-02-05 17:21:28";34;16.6
"2020-02-05 17:21:45";56;16.9
"2020-02-05 17:22:01";14;18.6
"2020-02-05 17:22:06";7;19.5
"2020-02-05 17:22:24";15;18.9
"2020-02-05 17:22:28";13;19.7
"2020-02-05 17:22:32";17;21.4
"2020-02-05 17:22:40";4;22.4
"2020-02-05 17:22:43";15;21.4
"2020-02-05 17:22:47";14;21
"2020-02-05 17:22:49";16;20.9
"2020-02-05 17:23:28";0;20.9
"2020-02-05 17:24:28";0;20.6
"2020-02-05 17:25:35";0;24.2
"2020-02-05 17:26:35";0;19.9
"2020-02-05 17:27:35";0;16.3
"2020-02-05 17:28:35";0;16.7
"2020-02-05 17:29:35";0;16.4
"2020-02-05 17:30:35";0;16.2
"2020-02-05 17:31:35";0;16.3
"2020-02-05 17:32:35";0;16.7
"2020-02-05 17:33:35";0;16.8
"2020-02-05 17:34:35";0;17.5
"2020-02-05 17:35:35";0;17.8
"2020-02-05 17:36:35";0;17.9
"2020-02-05 17:37:35";0;18.1
"2020-02-05 17:38:35";0;17.7
"2020-02-05 17:39:35";0;18
"2020-02-05 17:40:35";0;18.7
"2020-02-05 17:41:35";0;19.9
"2020-02-05 17:42:35";0;20.8
"2020-02-05 17:43:35";0;21.8
"2020-02-05 17:44:35";0;23
"2020-02-05 17:45:35";0;22.7
"2020-02-05 17:46:35";0;22.7
"2020-02-05 17:47:35";0;22.9
"2020-02-05 17:48:35";0;22.3
"2020-02-05 17:49:35";0;22
"2020-02-05 17:50:35";0;21.6
"2020-02-05 17:51:35";0;20.9
"2020-02-05 17:52:35";0;21.4
"2020-02-05 17:53:35";0;21.4
"2020-02-05 17:54:35";0;20.5
"2020-02-05 17:55:35";0;19.5
"2020-02-06 07:29:14";0;19.5
"2020-02-06 07:32:12";0;19.5
"2020-02-06 07:33:12";0;19.5
"2020-02-06 07:34:12";0;19.5
"2020-02-06 07:35:12";0;19.5
"2020-02-06 07:36:12";0;19.5
"2020-02-06 07:37:12";0;19.5
"2020-02-06 07:38:12";0;19.5
"2020-02-06 07:39:12";0;19.5
"2020-02-06 07:40:12";0;19.5
"2020-02-06 07:41:12";0;19.5
"2020-02-06 07:42:12";0;19.5
"2020-02-06 07:43:12";0;19.5
"2020-02-06 07:44:12";0;19.5
"2020-02-06 07:45:12";0;19.5
"2020-02-06 07:46:12";0;19.5
"2020-02-06 07:47:12";0;19.5
"2020-02-06 07:48:12";0;19.5
"2020-02-06 07:49:12";0;19.5
"2020-02-06 07:50:12";0;19.5
"2020-02-06 07:51:12";0;19.5
"2020-02-06 07:52:12";0;19.5
"2020-02-06 07:53:12";0;19.5
"2020-02-06 07:54:12";0;19.5
"2020-02-06 07:55:12";0;19.5
"2020-02-06 07:56:12";0;-3.6
"2020-02-06 07:57:12";0;12.3
"2020-02-06 07:58:12";0;11.8
"2020-02-06 07:59:12";0;12.8
"2020-02-06 08:00:12";0;13.7
"2020-02-06 08:01:12";0;14.4
"2020-02-06 08:02:12";0;15.2
"2020-02-06 08:03:12";0;15.2
"2020-02-06 08:04:12";0;15.4
"2020-02-06 08:05:12";0;15.7
"2020-02-06 08:06:12";0;16.1
"2020-02-06 08:07:12";0;16.3
"2020-02-06 08:08:12";0;16.7
"2020-02-06 08:09:12";0;16.4
"2020-02-06 08:09:45";8;17.6
"2020-02-06 08:09:49";12;18.6
"2020-02-06 08:10:01";7;19.5
"2020-02-06 08:10:04";14;19.9
"2020-02-06 08:10:08";26;19.6
"2020-02-06 08:10:12";29;19.4
"2020-02-06 08:10:32";42;22.4
"2020-02-06 08:11:12";3;24.6
"2020-02-06 08:11:28";14;21.8
"2020-02-06 08:11:51";28;22.6
"2020-02-06 08:12:12";0;23.7
"2020-02-06 08:12:35";11;23.6
"2020-02-06 08:12:45";33;19
"2020-02-06 08:12:54";40;17.4
"2020-02-06 08:13:12";25;21.1
"2020-02-06 08:14:12";25;19.7
"2020-02-06 08:15:01";38;25.2
"2020-02-06 08:15:09";43;24.8
"2020-02-06 08:15:12";40;24.9
"2020-02-06 08:15:39";14;28.3
"2020-02-06 08:16:12";0;28.2
"2020-02-06 08:16:27";11;27.8
"2020-02-06 08:17:12";0;23.1
"2020-02-06 08:18:12";0;23.2
"2020-02-06 08:19:12";0;23.2
"2020-02-06 08:20:12";0;22.9
"2020-02-06 08:21:12";0;23.1
"2020-02-06 08:22:12";0;23
"2020-02-06 08:23:12";0;23.2
"2020-02-06 08:24:12";0;23.6
"2020-02-06 08:25:12";5;24
"2020-02-06 08:26:04";26;26
"2020-02-06 08:26:12";37;28.3
"2020-02-06 08:26:38";20;28.3
"2020-02-06 08:27:12";21;24.7
"2020-02-06 08:27:27";7;25.5
"2020-02-06 08:27:33";26;23.8
"2020-02-06 08:27:57";29;18.1
"2020-02-06 08:28:12";40;18.1
"2020-02-06 08:28:21";38;18.8
"2020-02-06 08:28:32";17;20
"2020-02-06 08:28:34";22;20.3
"2020-02-06 08:28:39";28;20.4
"2020-02-06 08:29:12";22;23.9
"2020-02-06 08:29:48";44;23.6
"2020-02-06 08:29:59";48;23.7
"2020-02-06 08:30:12";36;20.8
"2020-02-06 08:30:29";13;20.5
"2020-02-06 08:30:31";19;21.3
"2020-02-06 08:31:03";23;23
"2020-02-06 08:31:12";26;23.2
"2020-02-06 08:32:12";14;25.4
"2020-02-06 08:32:21";25;26.8
"2020-02-06 08:33:12";0;28
"2020-02-06 08:34:12";0;27.5
"2020-02-06 08:35:12";0;27
"2020-02-06 08:36:12";0;26.9
"2020-02-06 08:37:12";0;26.7
"2020-02-06 08:38:12";0;27.3
"2020-02-06 08:39:12";0;27.3
"2020-02-06 08:40:12";0;27.1
"2020-02-06 08:41:12";0;26.9
"2020-02-06 08:42:12";1;26.7
"2020-02-06 08:42:18";15;28.4
"2020-02-06 08:42:28";35;35.1
"2020-02-06 08:42:47";33;30.5
"2020-02-06 08:43:02";38;28.8
"2020-02-06 08:43:12";34;26.7
"2020-02-06 08:43:25";28;25.4
"2020-02-06 08:43:37";26;24.8
"2020-02-06 08:43:40";27;25.3
"2020-02-06 08:43:44";33;25.1
"2020-02-06 08:43:55";43;25.8
"2020-02-06 08:44:03";42;25.7
"2020-02-06 08:44:10";39;24.2
"2020-02-06 08:44:12";38;23.5
"2020-02-06 08:44:22";23;22.2
"2020-02-06 08:45:12";0;21.4
"2020-02-06 08:45:18";21;22.4
"2020-02-06 08:45:27";47;23.2
"2020-02-06 08:46:12";27;24.5
"2020-02-06 08:46:46";32;24.5
"2020-02-06 08:47:12";13;27.4
"2020-02-06 08:48:12";0;28.4
"2020-02-06 08:48:31";11;29.2
"2020-02-06 08:49:12";18;33.5
"2020-02-06 08:50:12";9;26.1
"2020-02-06 08:51:12";7;27.6
"2020-02-06 08:52:06";26;28
"2020-02-06 08:52:12";28;27.9
"2020-02-06 08:53:12";22;26.5
"2020-02-06 08:54:13";41;30.3
"2020-02-06 08:54:28";54;24.8
"2020-02-06 08:54:39";52;26.6
"2020-02-06 08:54:42";50;27
"2020-02-06 08:54:46";51;27.4
"2020-02-06 08:54:51";55;27.2
"2020-02-06 08:54:53";54;26.9
"2020-02-06 08:54:58";50;26.6
"2020-02-06 08:55:01";50;26.6
"2020-02-06 08:55:05";50;26.6
"2020-02-06 08:55:10";47;25.9
"2020-02-06 08:55:13";47;25.5
"2020-02-06 08:55:18";46;25.7
"2020-02-06 08:55:21";44;25.5
"2020-02-06 08:55:24";41;25.4
"2020-02-06 08:55:26";36;25.5
"2020-02-06 08:55:29";35;25.7
"2020-02-06 08:55:31";37;26.3
"2020-02-06 08:55:33";37;27.1
"2020-02-06 08:55:35";37;28.1
"2020-02-06 08:55:37";38;29
"2020-02-06 08:55:39";41;29.5
"2020-02-06 08:55:42";46;30.1
"2020-02-06 08:55:47";54;30.4
"2020-02-06 08:55:53";61;31
"2020-02-06 08:56:00";67;32.5
"2020-02-06 08:56:06";67;31.7
"2020-02-06 08:56:13";65;30.7
"2020-02-06 08:56:20";68;30.7
"2020-02-06 08:56:26";69;29.5
"2020-02-06 08:56:37";74;27.7
"2020-02-06 08:56:59";71;26.7
"2020-02-06 08:57:13";75;25.4
"2020-02-06 08:57:24";83;27.8
"2020-02-06 08:57:37";86;27.2
"2020-02-06 08:58:10";90;31.2
"2020-02-06 08:58:13";87;31.7
"2020-02-06 08:58:18";87;30.9
"2020-02-06 08:58:23";84;30.5
"2020-02-06 08:58:27";81;31.7
"2020-02-06 08:58:32";82;30.9
"2020-02-06 08:58:38";82;31
"2020-02-06 08:58:43";84;31.4
"2020-02-06 08:58:49";80;31
"2020-02-06 08:58:54";72;31.5
"2020-02-06 08:58:59";73;31.1
"2020-02-06 08:59:05";76;31.5
"2020-02-06 08:59:11";77;31.4
"2020-02-06 08:59:13";76;31.3
"2020-02-06 08:59:19";55;31.5
"2020-02-06 08:59:24";49;31.1
"2020-02-06 08:59:30";60;30.9
"2020-02-06 08:59:36";63;30.2
"2020-02-06 08:59:50";58;30.7
"2020-02-06 09:00:02";61;29.4
"2020-02-06 09:00:12";67;28.6
"2020-02-06 09:00:13";66;28.6
"2020-02-06 09:00:44";63;26.2
"2020-02-06 09:00:59";81;27.3
"2020-02-06 09:01:13";88;26.8
"2020-02-06 09:01:22";89;26.8
"2020-02-06 09:01:29";89;27.5
"2020-02-06 09:01:35";90;27.9
"2020-02-06 09:01:43";91;28.9
"2020-02-06 09:01:49";93;29.2
"2020-02-06 09:01:57";94;30.3
"2020-02-06 09:02:11";93;32.5
"2020-02-06 09:02:13";93;32.5
"2020-02-06 09:02:17";94;32.8
"2020-02-06 09:02:23";92;32.9
"2020-02-06 09:02:29";86;33.6
"2020-02-06 09:02:36";89;33.9
"2020-02-06 09:02:43";91;33.7
"2020-02-06 09:02:49";94;33.1
"2020-02-06 09:02:59";95;34.3
"2020-02-06 09:03:02";96;34.6
"2020-02-06 09:03:07";98;34.4
"2020-02-06 09:03:13";99;33.7
"2020-02-06 09:03:20";98;33.9
"2020-02-06 09:03:26";93;35.2
"2020-02-06 09:03:32";77;36.3
"2020-02-06 09:03:43";45;34.7
"2020-02-06 09:03:50";28;33.9
"2020-02-06 09:03:53";29;33.7
"2020-02-06 09:03:54";29;33.3
"2020-02-06 09:03:56";31;33.4
"2020-02-06 09:03:59";31;34.4
"2020-02-06 09:04:00";31;34.4
"2020-02-06 09:04:02";31;34.7
"2020-02-06 09:04:06";35;34.7
"2020-02-06 09:04:11";37;34.1
"2020-02-06 09:04:13";37;34.1
"2020-02-06 09:04:19";37;33.9
"2020-02-06 09:04:24";29;33.6
"2020-02-06 09:04:26";27;33.5
"2020-02-06 09:04:30";27;33
"2020-02-06 09:04:35";12;32.1
"2020-02-06 09:04:36";14;32.1
"2020-02-06 09:04:41";19;31.4
"2020-02-06 09:04:44";17;32.2
"2020-02-06 09:04:51";11;32.6
"2020-02-06 09:04:54";6;32.6
"2020-02-06 09:04:58";5;33.2
"2020-02-06 09:05:13";0;33.6
"2020-02-06 09:06:03";12;36.5
"2020-02-06 09:06:08";19;40.8
"2020-02-06 09:06:11";20;42.6
"2020-02-06 09:06:13";21;42.9
"2020-02-06 09:06:15";22;43.2
"2020-02-06 09:06:21";14;44.8
"2020-02-06 09:07:13";0;44.6
"2020-02-06 09:08:13";0;42
"2020-02-06 09:09:13";0;43.3
"2020-02-06 09:10:13";0;43.1
"2020-02-06 09:11:13";0;42.3
"2020-02-06 09:12:13";0;41.7
"2020-02-06 09:13:13";0;41.7
"2020-02-06 09:14:13";0;41.7
"2020-02-06 09:15:13";0;41.5
"2020-02-06 09:16:13";0;40.5
"2020-02-06 09:17:13";0;40.4
"2020-02-06 09:18:13";0;40.9
"2020-02-06 09:19:13";0;40.3
"2020-02-06 09:20:13";0;40.3
"2020-02-06 09:21:13";0;39.7
"2020-02-06 09:22:13";0;39.6
"2020-02-06 09:23:13";0;38.8
"2020-02-06 09:24:13";0;39.5
"2020-02-06 09:25:13";0;40
"2020-02-06 09:26:13";0;41.1
"2020-02-06 09:27:13";0;41.7
"2020-02-06 09:28:13";0;42.2
"2020-02-06 09:29:13";0;42.1
"2020-02-06 09:30:10";1;41.4
"2020-02-06 09:30:13";1;41.4
"2020-02-06 09:31:13";0;41.1
"2020-02-06 09:32:13";0;40.9
"2020-02-06 09:33:12";14;40.8
"2020-02-06 09:33:13";14;41.1
"2020-02-06 09:33:41";20;44.9
"2020-02-06 09:33:42";19;45.9
"2020-02-06 09:33:46";25;47
"2020-02-06 09:33:51";13;47.6
"2020-02-06 09:33:53";12;47.3
"2020-02-06 09:33:58";20;45.8
"2020-02-06 09:34:06";21;43.5
"2020-02-06 09:34:09";24;43.1
"2020-02-06 09:34:11";30;42.4
"2020-02-06 09:34:13";33;42.1
"2020-02-06 09:34:26";51;39.9
"2020-02-06 09:34:31";56;38.1
"2020-02-06 09:34:34";58;37.3
"2020-02-06 09:34:37";58;36.6
"2020-02-06 09:34:40";55;36.1
"2020-02-06 09:34:43";51;36.1
"2020-02-06 09:34:47";51;35.6
"2020-02-06 09:34:49";51;35.3
"2020-02-06 09:34:52";50;35.1
"2020-02-06 09:34:55";49;35.5
"2020-02-06 09:34:58";48;35.5
"2020-02-06 09:35:01";52;35.7
"2020-02-06 09:35:04";56;35.9
"2020-02-06 09:35:13";65;37.1
"2020-02-06 09:35:29";59;36.7
"2020-02-06 09:35:58";41;29.5
"2020-02-06 09:36:13";64;29.2
"2020-02-06 09:36:40";88;26.4
"2020-02-06 09:36:47";94;22.5
"2020-02-06 09:36:51";94;20.4
"2020-02-06 09:36:58";92;18.5
"2020-02-06 09:37:03";90;17.4
"2020-02-06 09:37:09";89;16.7
"2020-02-06 09:37:13";89;16.3
"2020-02-06 09:37:22";91;16.2
"2020-02-06 09:37:27";91;16.5
"2020-02-06 09:37:34";90;17.4
"2020-02-06 09:37:39";91;18.2
"2020-02-06 09:37:45";91;18.2
"2020-02-06 09:37:49";91;18
"2020-02-06 09:37:58";92;18.3
"2020-02-06 09:38:03";92;18.1
"2020-02-06 09:38:09";94;18.5
"2020-02-06 09:38:13";95;19.3
"2020-02-06 09:38:18";96;19.3
"2020-02-06 09:38:23";98;18.4
"2020-02-06 09:38:29";100;17
"2020-02-06 09:38:34";101;15.5
"2020-02-06 09:38:40";100;14.9
"2020-02-06 09:38:45";99;14.6
"2020-02-06 09:38:49";97;14
"2020-02-06 09:38:54";97;13.3
"2020-02-06 09:38:59";98;12.1
"2020-02-06 09:39:07";97;11.7
"2020-02-06 09:39:13";94;10.9
"2020-02-06 09:39:37";98;8.9
"2020-02-06 09:39:43";99;8.5
"2020-02-06 09:39:49";100;8.3
"2020-02-06 09:39:55";98;8.1
"2020-02-06 09:40:00";91;8.6
"2020-02-06 09:40:07";68;9.6
"2020-02-06 09:40:13";62;9.7
"2020-02-06 09:40:19";64;10
"2020-02-06 09:40:35";44;8.3
"2020-02-06 09:40:42";45;8
"2020-02-06 09:40:53";58;9.5
"2020-02-06 09:40:57";62;10.1
"2020-02-06 09:41:00";64;10.9
"2020-02-06 09:41:03";66;12
"2020-02-06 09:41:06";67;12.9
"2020-02-06 09:41:13";67;16.2
"2020-02-06 09:41:22";69;15.4
"2020-02-06 09:41:23";67;14.4
"2020-02-06 09:41:27";71;13.4
"2020-02-06 09:41:29";74;12.2
"2020-02-06 09:41:31";78;10.3
"2020-02-06 09:41:34";77;8.8
"2020-02-06 09:41:43";73;9.1
"2020-02-06 09:41:54";80;11.4
"2020-02-06 09:42:05";86;13.2
"2020-02-06 09:42:10";89;14.5
"2020-02-06 09:42:13";91;14.9
"2020-02-06 09:42:18";92;15.2
"2020-02-06 09:42:23";94;15.5
"2020-02-06 09:42:28";95;16
"2020-02-06 09:42:34";95;16.1
"2020-02-06 09:42:39";94;15.8
"2020-02-06 09:42:45";94;15.7
"2020-02-06 09:42:49";94;15.4
"2020-02-06 09:42:55";96;15.3
"2020-02-06 09:43:01";95;15.5
"2020-02-06 09:43:05";96;15
"2020-02-06 09:43:11";96;14.8
"2020-02-06 09:43:13";96;14.9
"2020-02-06 09:43:17";96;14.7
"2020-02-06 09:43:23";95;14.3
"2020-02-06 09:43:29";91;14.9
"2020-02-06 09:43:35";93;15
"2020-02-06 09:43:40";92;15
"2020-02-06 09:43:47";93;15
"2020-02-06 09:43:51";95;14.5
"2020-02-06 09:43:55";96;14
"2020-02-06 09:44:01";96;13.2
"2020-02-06 09:44:04";96;13.1
"2020-02-06 09:44:10";95;12.7
"2020-02-06 09:44:13";94;12.5
"2020-02-06 09:44:52";92;11.6
"2020-02-06 09:45:13";90;12.3
"2020-02-06 09:45:53";91;19.3
"2020-02-06 09:45:57";92;20.5
"2020-02-06 09:46:03";92;20.4
"2020-02-06 09:46:07";92;19.9
"2020-02-06 09:46:13";93;16.6
"2020-02-06 09:46:24";89;14.6
"2020-02-06 09:46:29";86;14.6
"2020-02-06 09:46:40";79;15.1
"2020-02-06 09:47:10";64;21
"2020-02-06 09:47:13";56;20.3
"2020-02-06 09:47:35";47;16.9
"2020-02-06 09:47:54";76;15.9
"2020-02-06 09:48:12";77;26.3
"2020-02-06 09:48:13";77;27
"2020-02-06 09:48:16";78;29.2
"2020-02-06 09:48:19";78;31.4
"2020-02-06 09:48:22";80;33.2
"2020-02-06 09:48:25";81;34.6
"2020-02-06 09:48:28";84;35.5
"2020-02-06 09:48:33";87;34.9
"2020-02-06 09:48:46";89;26.6
"2020-02-06 09:48:55";88;20.5
"2020-02-06 09:49:13";87;21.1
"2020-02-06 09:49:24";90;20.9
"2020-02-06 09:49:51";89;22.7
"2020-02-06 09:50:03";87;24
"2020-02-06 09:50:13";85;27.9
"2020-02-06 09:50:19";89;31.8
"2020-02-06 09:50:22";92;32.6
"2020-02-06 09:50:28";89;33.1
"2020-02-06 09:50:31";89;33.5
"2020-02-06 09:50:34";91;32.8
"2020-02-06 09:50:39";94;29.7
"2020-02-06 09:50:42";95;27.6
"2020-02-06 09:50:46";94;25.4
"2020-02-06 09:51:13";83;32.8
"2020-02-06 09:51:23";83;32.3
"2020-02-06 09:51:27";84;31.7
"2020-02-06 09:51:30";84;30.5
"2020-02-06 09:51:34";83;28.4
"2020-02-06 09:51:38";83;26.9
"2020-02-06 09:51:41";82;26
"2020-02-06 09:51:45";79;25.4
"2020-02-06 09:51:50";79;25.1
"2020-02-06 09:51:53";81;25.8
"2020-02-06 09:51:56";84;25.6
"2020-02-06 09:52:01";88;24.8
"2020-02-06 09:52:05";88;23.7
"2020-02-06 09:52:13";89;23.5
"2020-02-06 09:52:25";90;26.3
"2020-02-06 09:52:34";92;28.4
"2020-02-06 09:52:39";93;28.8
"2020-02-06 09:52:45";95;28.2
"2020-02-06 09:52:51";92;27.9
"2020-02-06 09:52:55";91;28
"2020-02-06 09:53:01";92;26.5
"2020-02-06 09:53:07";94;24.2
"2020-02-06 09:53:11";94;23.2
"2020-02-06 09:53:13";94;23.1
"2020-02-06 09:53:18";95;22.5
"2020-02-06 09:53:52";92;23.2
"2020-02-06 09:54:04";92;23.1
"2020-02-06 09:54:10";93;22.5
"2020-02-06 09:54:13";93;22.2
"2020-02-06 09:54:19";94;21.8
"2020-02-06 09:54:25";94;22.7
"2020-02-06 09:54:31";93;23.5
"2020-02-06 09:54:37";92;25.2
"2020-02-06 09:54:44";91;26.9
"2020-02-06 09:55:02";89;30
"2020-02-06 09:55:13";88;29.4
"2020-02-06 09:55:22";89;29.1
"2020-02-06 09:55:31";87;30.3
"2020-02-06 09:55:37";87;31.1
"2020-02-06 09:55:43";86;32
"2020-02-06 09:55:49";85;35.2
"2020-02-06 09:55:56";79;39.3
"2020-02-06 09:56:03";68;42.7
"2020-02-06 09:56:13";54;47.3
"2020-02-06 09:56:21";41;50.3
"2020-02-06 09:56:23";39;50.4
"2020-02-06 09:56:26";38;51.7
"2020-02-06 09:56:27";38;51.9
"2020-02-06 09:56:29";40;51.4
"2020-02-06 09:56:31";43;50.9
"2020-02-06 09:56:33";45;50.3
"2020-02-06 09:56:35";48;49.6
"2020-02-06 09:56:38";54;48.2
"2020-02-06 09:56:46";43;43.2
"2020-02-06 09:56:49";42;42.8
"2020-02-06 09:56:50";43;42.2
"2020-02-06 09:56:52";45;41.9
"2020-02-06 09:56:55";49;41.7
